0.69,0.16,9.37,gesture_6
0.46,0.18,9.58,gesture_6
0.82,0.26,9.03,gesture_6
0.67,0.21,9.37,gesture_6
0.64,0.21,9.54,gesture_6
0.6,0.23,9.11,gesture_6
0.66,0.2,9.41,gesture_6
0.67,0.25,9.57,gesture_6
0.64,0.16,9.2,gesture_6
0.67,0.19,9.37,gesture_6
0.62,0.23,9.62,gesture_6
0.81,0.24,8.79,gesture_6
0.69,0.2,9.32,gesture_6
0.64,0.21,9.64,gesture_6
0.76,0.2,9.07,gesture_6
0.69,0.2,9.31,gesture_6
0.61,0.25,9.6,gesture_6
0.81,0.23,8.83,gesture_6
0.69,0.22,9.32,gesture_6
0.58,0.22,9.47,gesture_6
0.8,0.26,8.84,gesture_6
0.71,0.21,9.31,gesture_6
0.64,0.22,9.41,gesture_6
0.79,0.23,8.9,gesture_6
0.7,0.19,9.3,gesture_6
0.59,0.21,9.46,gesture_6
0.76,0.25,8.97,gesture_6
0.71,0.19,9.33,gesture_6
0.63,0.19,9.48,gesture_6
0.74,0.22,9.28,gesture_6
0.68,0.2,9.32,gesture_6
0.61,0.2,9.52,gesture_6
0.51,0.23,9.39,gesture_6
0.72,0.22,9.35,gesture_6
0.62,0.24,9.54,gesture_6
0.69,0.23,9.26,gesture_6
0.72,-1.89,-2.8,gesture_6
0.53,0.15,9.5,gesture_6
0.69,0.21,9.29,gesture_6
0.95,0.79,9.39,gesture_6
0.54,0.19,9.48,gesture_6
0.66,0.2,9.34,gesture_6
0.14,-0.01,10.01,gesture_6
0.98,0.4,8.93,gesture_6
0.66,0.22,9.43,gesture_6
0.66,0.28,9.46,gesture_6
0.85,0.35,8.86,gesture_6
0.69,0.24,9.46,gesture_6
0.64,0.22,9.34,gesture_6
0.76,0.22,9.01,gesture_6
0.7,0.24,9.41,gesture_6
0.65,0.22,9.48,gesture_6
0.85,0.31,8.89,gesture_6
0.71,0.24,9.35,gesture_6
0.74,0.3,9.62,gesture_6
0.78,0.26,9.11,gesture_6
0.71,0.24,9.34,gesture_6
0.68,0.25,9.45,gesture_6
0.92,0.31,8.74,gesture_6
0.72,0.22,9.34,gesture_6
0.68,0.29,9.4,gesture_6
0.74,0.03,9.13,gesture_6
0.75,0.26,9.36,gesture_6
0.64,0.27,9.72,gesture_6
0.94,0.39,8.96,gesture_6
0.72,0.23,9.4,gesture_6
0.72,0.32,9.39,gesture_6
0.47,0.26,9.26,gesture_6
0.74,0.27,9.37,gesture_6
0.67,0.24,9.33,gesture_6
0.72,0.18,8.86,gesture_6
0.72,0.25,9.37,gesture_6
0.65,0.24,9.52,gesture_6
0.92,0.28,8.71,gesture_6
0.72,0.25,9.34,gesture_6
0.61,0.22,9.43,gesture_6
0.87,0.27,8.72,gesture_6
0.72,0.24,9.34,gesture_6
0.65,0.3,9.55,gesture_6
0.75,0.23,9.1,gesture_6
0.74,0.86,6.35,gesture_6
0.66,0.22,9.52,gesture_6
0.77,0.26,9.25,gesture_6
0.18,1.23,13.06,gesture_6
0.64,0.22,9.44,gesture_6
0.77,0.25,9.29,gesture_6
0.89,0.54,10.17,gesture_6
0.31,0.08,9.56,gesture_6
0.73,0.26,9.36,gesture_6
0.42,0.08,9.71,gesture_6
0.04,0.15,9.41,gesture_6
0.72,0.26,9.44,gesture_6
0.71,0.3,9.49,gesture_6
0.71,0.49,9.52,gesture_6
0.73,0.26,9.41,gesture_6
0.7,0.28,9.5,gesture_6
0.58,0.14,8.99,gesture_6
0.72,0.27,9.4,gesture_6
0.66,0.27,9.66,gesture_6
0.98,0.87,9.26,gesture_6
0.74,0.24,9.42,gesture_6
0.69,0.26,9.57,gesture_6
0.83,0.31,8.83,gesture_6
0.72,0.26,9.36,gesture_6
0.47,0.21,9.62,gesture_6
0.95,0.38,8.68,gesture_6
0.73,0.26,9.44,gesture_6
0.64,0.28,9.58,gesture_6
0.85,0.33,8.57,gesture_6
0.74,0.26,9.44,gesture_6
0.64,0.25,9.69,gesture_6
0.03,0.35,8.99,gesture_6
0.75,0.27,9.39,gesture_6
0.76,0.37,9.61,gesture_6
0.93,0.37,8.89,gesture_6
0.75,0.26,9.48,gesture_6
0.74,0.26,9.71,gesture_6
0.87,0.4,8.84,gesture_6
0.72,0.23,9.45,gesture_6
0.73,0.33,9.75,gesture_6
0.97,0.35,9.12,gesture_6
0.73,0.25,9.45,gesture_6
0.77,0.37,9.59,gesture_6
0,0.39,8.59,gesture_6
0.74,0.25,9.41,gesture_6
0.64,0.36,9.63,gesture_6
0.74,0.28,8.93,gesture_6
0.76,0.28,9.45,gesture_6
0.71,0.32,9.61,gesture_6
0.55,0.24,8.98,gesture_6
0.75,0.29,9.44,gesture_6
0.71,0.34,9.64,gesture_6
0.73,0.27,8.91,gesture_6
0.73,0.28,9.44,gesture_6
0.64,0.31,9.73,gesture_6
0.88,0.54,9.01,gesture_6
0.74,0.28,9.45,gesture_6
0.81,0.33,9.55,gesture_6
0.98,0.38,8.98,gesture_6
0.74,0.27,9.39,gesture_6
0.69,0.26,9.43,gesture_6
0.03,0.41,8.88,gesture_6
0.78,0.27,9.37,gesture_6
0.67,0.29,9.51,gesture_6
0.89,0.31,8.9,gesture_6
0.75,0.29,9.34,gesture_6
0.65,0.29,9.53,gesture_6
0.78,0.32,8.87,gesture_6
0.77,0.27,9.34,gesture_6
0.63,0.25,9.57,gesture_6
0.79,0.27,9.21,gesture_6
0.72,1.64,-5.37,gesture_6
0.64,0.2,9.6,gesture_6
0.82,0.3,9.21,gesture_6
0.95,0.45,9.31,gesture_6
0.62,0.19,9.52,gesture_6
0.77,0.25,9.46,gesture_6
0.53,0.14,10.21,gesture_6
0.64,0.18,9.57,gesture_6
0.75,0.29,9.27,gesture_6
0.3,-0.02,9.73,gesture_6
0.04,0.41,9.19,gesture_6
0.66,0.36,9.48,gesture_6
0.46,0.21,10.21,gesture_6
0.67,-0.16,9.97,gesture_6
0.65,0.23,9.31,gesture_6
0.01,-3.22,7.41,gesture_6
0.61,0.24,9.26,gesture_6
0.67,0.28,9.31,gesture_6
0.8,-2.84,-6.49,gesture_6
0.59,0.21,9.26,gesture_6
0.72,0.27,9.41,gesture_6
0.77,0.73,9.74,gesture_6
0.42,0.22,9.63,gesture_6
0.69,0.28,9.3,gesture_6
0.91,0.96,9.4,gesture_6
0.57,2.24,12.19,gesture_6
0.74,0.28,9.42,gesture_6
0.07,1.09,9.92,gesture_6
0.54,0.22,9.35,gesture_6
0.72,0.29,9.34,gesture_6
0.1,1.44,12.54,gesture_6
0.63,0.32,9.35,gesture_6
0.8,0.4,8.78,gesture_6
0.74,0.28,9.25,gesture_6
0.61,0.26,9.52,gesture_6
0.72,0.28,9.38,gesture_6
0.98,0.96,10.33,gesture_6
0.57,0.23,9.46,gesture_6
0.74,0.27,9.47,gesture_6
0.64,1.4,12.58,gesture_6
0.61,0.27,9.44,gesture_6
0.34,0.31,9.54,gesture_6
0.69,0.31,9.28,gesture_6
